,Page_title,Subtitle,Lists,Context,List_tags
315,hiding text,to hide a paragraph,"click in the paragraph where you want to add the text. <st> choose insert - field - more fields and click the functions tab. <st> click ""hidden paragraph"" in the type list. <st> enter a statement in the condition box. for example, using the variable you previously defined, enter hide==1 . <st> click insert and close .",close,1
316,hiding text,to hide a section,"select the text that you want to hide in your document. <st> choose insert - section . <st> in the hide area, select hide , and then enter an expression in the condition box. for example, using the variable you previously defined, enter hide==1 . <st> click insert .",,1
317,including spreadsheets in slides,including spreadsheets in slides,insert a native table - you enter the data into the cells and apply fancy formatting using the table design section on the tasks pane. <st> insert a new table as an ole object or insert an existing file as an ole object - you can specify the link to a file to be a live link to the latest data saved in a spreadsheet file.,you can apply different methods to insert spreadsheet cells into your impress slides or draw pages:,1
318,including spreadsheets in slides,inserting a native table,"go to the impress slide or draw page where you want to insert the table. <st> choose insert - table or use the table icon on the standard toolbar to insert a table. <st> double-click the table and enter or paste the data into the cells. <st> select some cell contents and right-click to open the context menu. choose commands to change the cell's contents, like font size and line spacing. <st> right-click the table border to open the table's context menu. use the table's context menu to enter a name and description for the table, or to distribute the rows or columns equally, among other commands. <st> select some cells and right-click to open a context menu, where you can insert or delete rows and columns, among other commands. to select a rectangular area of cells, point to a cell in one corner of the rectangle, hold down the mouse button, and drag the mouse to the opposite corner of the rectangle, then release the mouse button. to select one cell, point to that cell, hold down the mouse button, and drag the mouse to the next cell and back, then release the mouse button.",,1
319,including spreadsheets in slides,inserting a new spreadsheet as an ole object,go to the slide where you want to insert the spreadsheet. <st> choose insert - ole- object . click create new and select the libreoffice spreadsheet. click ok. click in the spreadsheet to enter your data. <st> click outside the spreadsheet to view the slide.,you can add a blank libreoffice calc spreadsheet to a slide as an ole object.,1
320,including spreadsheets in slides,inserting a spreadsheet from a file,"go to the slide where you want to insert the spreadsheet. <st> choose insert - object - ole object . <st> select create from file , and click search . <st> locate the file you want to insert, and then click ok . enable the link to file checkbox to insert the file as a live link.","when you insert an existing spreadsheet into your slide, changes that are made to the original spreadsheet file are not updated on your slide. you can, however, make changes to the spreadsheet in your slide.",1
321,creating pivot tables,creating pivot tables,"by double-clicking on one of the fields in the data fields area you can call up the data field dialog. <st> use the data field dialog to select the calculations to be used for the data. to make a multiple selection, press the command ctrl setsystemspan(""swlnidm46255878343328""); key while clicking the desired calculation.",data fields,0
322,creating pivot tables,creating pivot tables,"position the cursor within a range of cells containing values, row and column headings. <st> choose insert - pivot table . the select source dialog appears. choose current selection and confirm with ok . the table headings are shown as buttons in the pivot table dialog. drag these buttons as required and drop them into the layout areas ""page fields"", ""column fields"", ""row fields"" and ""data fields"". <st> drag the desired buttons into one of the four areas.",,1
323,creating pivot tables,creating pivot tables,"the order of the buttons can be changed at any time by moving them to a different position in the area with the mouse. <st> remove a button by dragging it back to the area of the other buttons at the right of the dialog. <st> to open the data field dialog, double-click one of the buttons in the row fields or column fields area. use the dialog to select if and to what extent libreoffice calculates display subtotals.","setsystemspan(""swlnidm46255878343328"");",1
324,inserting layers,inserting layers,"right-click the layer tab area at the bottom. <st> choose insert layer . <st> type a name for the layer in the name box. <st> in the properties area, set the options for the layer. <st> click ok . the new layer automatically becomes the active layer.",drawings in libreoffice draw support layers.,1
325,importing html pages into presentations,to insert text from a file into a slide:,"in the slide where you want to insert the text, choose insert - file . <st> select ""text"" or ""html document"" as the file type . <st> locate the file containing the text that you want to add, and then click insert .","you can import any text file, including text in html documents, into a slide.",1
326,importing html pages into presentations,to insert text from a file into a slide:,"double-click in the inserted text to enter edit mode. <st> select all of the text that lies below the visible slide area and press command ctrl setsystemspan(""swlnidm45830730089024""); +x. <st> choose slide - new pageslide , and then press command ctrl setsystemspan(""swlnidm45830730085904""); +v. <st> repeat steps 1 to 3 until all of the text is on slides.","if the text file contains more text than can be inserted into a single slide, you can divide the text over several slides.",1
327,moving and copying text in documents,moving and copying text in documents,"select the text that you want to move or copy. <st> do one of the following: to move the selected text, drag the text to a different location in the document and release. while you drag, the mouse pointer changes to include a gray box. to copy the selected text, hold down command ctrl setsystemspan(""swlnidm46545425722880""); while you drag. the mouse pointer changes to include a plus sign (+).",,1
328,filtering pivot tables,filtering pivot tables,"the pop-up window displays a list of field members associated with that field. a check box is placed to the left of each field member name. when a field has an alternative display name that differs from its original name, that name is displayed in the list. <st> enable or disable a checkbox to show or hide the associated field member in the pivot table. <st> enable or disable the all checkbox to show all or none of the field members. <st> select a field member in the pop-up window and click the show only the current item button to show only the selected field member. all other field members are hidden in the pivot table. <st> select a field member in the pop-up window and click the hide only the current item button to hide only the selected field member. all other field members are shown in the pivot table. <st> commands enable you to sort the field members in ascending order, descending order, or using a custom sort list. <st> to edit the custom sort lists, open libreoffice - preferences tools - options setsystemspan(""swlnidm45848683489760""); - libreoffice calc - sort lists. <st> the arrow to open the pop-up window is normally black. when the field contains one or more hidden field members, the arrow is blue and displays a tiny square at its lower-right corner. <st> you can also open the pop-up window by positioning the cell cursor at the button and pressing command ctrl setsystemspan(""swlnidm45848683485424""); +d.","you can also click the arrow on a button in the pivot table to show a pop-up window. in this pop-up window, you can edit the visibility settings of the associated field.",0
329,entering fractions,entering fractions,"enter ""0 15"" in a cell (without the quotation marks) and press the input key. in the input line above the spreadsheet you will see the value 0.2, which is used for the calculation.",you can enter a fractional number in a cell and use it for calculation:,0
330,entering a number with leading zeros,entering a number with leading zeros,"enter the number as text. the easiest way is to enter the number starting with an apostrophe (for example, '0987 ). the apostrophe will not appear in the cell, and the number will be formatted as text. because it is in text format, however, you cannot calculate with this number. <st> format a cell with a number format such as \0000 . this format can be assigned in the format code field under the format - cells - numbers tab, and defines the cell display as ""always put a zero first and then the integer, having at least three places, and filled with zeros at the left if less than three digits"".",there are various ways to enter integers starting with a zero:,0
331,entering a number with leading zeros,entering a number with leading zeros,"select the column in which the digits are found in text format. set the cell format in that column as ""number"". <st> choose edit - find  replace <st> in the find box, enter ^0-9 <st> in the replace box, enter  <st> check regular expressions <st> check current selection only <st> click replace all","if you want to apply a numerical format to a column of numbers in text format (for example, text ""000123"" becomes number ""123""), do the following:",1
332,showing a slide show,running a slide show,choose slide show - slide show to run the show. <st> click to advance to the next effect or to the next slide.,"by default, a slide show always starts with the first slide. you advance manually through slides up to the last slide. you can change these settings.",1
333,showing a slide show,showing an automatic slide show (kiosk mode),"open the slide transition sidebar deck. <st> in the advance slide area, click automatically after , and select a time duration. <st> click apply to all slides .","for an automatic change to the next slide, you must assign a slide transition to each slide.",1
334,showing a slide show,showing an automatic slide show (kiosk mode),"choose slide show - slide show settings . <st> in the type area, click auto and select a pause time between shows.","to advance to the first slide, after all slides have been shown, you must set the slide show to repeat automatically.",1
335,animating objects in presentation slides,to apply an animation effect to an object:,"on a slide in normal view, select the object you want to animate. <st> choose format - animation , to open the custom animation pane in the sidebar. click on add (+) button, and then select an animation effect. <st> in the custom animation dialog, click a tab page to choose from a category of effects. click an effect, then click ok .",you can apply preset animation effects to objects on your slide.,1
336,animating objects in presentation slides,to remove an animation effect from an object:,"on a slide in normal view, select the object from which to remove the effect. <st> choose slide show - custom animation . <st> click remove .",f8,1
337,inserting and editing comments,inserting and editing comments,"the comment is visible whenever the mouse pointer is over the cell. <st> when you select the cell, you can choose show comment from the context menu of the cell. doing so keeps the comment visible until you deactivate the show comment command from the same context menu. <st> to edit a permanently visible comment, just click in it. if you delete the entire text of the comment, the comment itself is deleted. <st> move or resize each comment as you like. <st> format each comment by specifying background color, transparency, border style, and text alignment. choose the commands from the context menu of the comment. <st> to show or hide the comment indicator, choose libreoffice - preferences tools - options setsystemspan(""swlnidm44966209717008""); - libreoffice calc - view and mark or unmark the comment indicator check box.",insert - comment,0
338,changing page orientation,manually defined range of a page style,"to insert a ""page break with style"" at the cursor position, choose insert - manual break , select a style name from the listbox, and click ok. <st> to apply the ""page break with style"" property to the current paragraph, choose format - paragraph - text flow . in the breaks area, activate enable and with page style . select a page style name from the listbox. <st> to apply the ""page break with style"" property to the current paragraph style, right-click the current paragraph. choose edit paragraph style from the context menu. click the text flow tab. in the breaks area, activate enable and with page style . select a page style name from the listbox. <st> to apply the ""page break with style"" property to an arbitrary paragraph style, choose view - styles . click the paragraph styles icon. right-click the name of the paragraph style you want to modify and choose modify . click the text flow tab. in the breaks area, activate enable and with page style . select a page style name from the listbox.",perform any one of the following commands:,0
339,changing page orientation,to change the page orientation for all pages,"choose format - page . <st> click the page tab. <st> under paper format , select 'portrait' or 'landscape'. <st> click ok .","if your text document consists only of pages with the same page style, you can change the page properties directly:",1
340,changing page orientation,to change the page orientation only for some pages,"choose view - styles . <st> click the page styles icon. <st> right-click a page style and choose new . the new page style initially gets all properties of the selected page style. <st> on the organizer tab page, type a name for the page style in the name box, for example ""my landscape"". <st> in the next style box, select the page style that you want to apply to the next page that follows a page with the new style. see the section about the scope of page styles at the end of this help page. <st> click the page tab. <st> under paper format , select 'portrait' or 'landscape'. <st> click ok .","to change the page orientation for all pages that share the same page style, you first need a page style, then apply that style:",1
341,merging and splitting cells,to merge cells,select the adjacent cells. <st> choose table - merge cells .,"you can select adjacent cells, then merge them into a single cell. conversely, you can take a large cell and divide it into individual cells.",1
342,merging and splitting cells,to split cells,"place the cursor in the cell to be split. <st> choose table - split cells . a dialog allows you to split the cell into two or more cells, horizontally or vertically.",table - merge cells,1
343,"updating, editing and deleting indexes and tables of contents","updating, editing and deleting indexes and tables of contents","place the cursor in the index or table of contents. if you cannot place your cursor in the index or table of contents, choose libreoffice - preferences tools - options setsystemspan(""swlnidm45931500927376""); - libreoffice writer - formatting aids , and then select enable cursor in the protected areas section. <st> right-click and choose an editing option from the menu.",,1
344,using autotext,to create an autotext entry,"select the text, text with graphics, table, or field that you want to save as an autotext entry. a graphic can only be stored if it is anchored as a character and is preceded and followed by at least one text character. <st> choose tools - autotext . <st> select the category where you want to store the autotext. <st> type a name that is longer than four characters. this allows you to use the display remainder of name as suggestion while typing autotext option. if you want, you can modify the proposed shortcut. <st> click the autotext button, and then choose new . <st> click the close button.","in libreoffice writer, you can store text - also containing graphics, tables, and fields - as autotext, so that you can quickly insert the text later on. if you want, you can also store formatted text.",1
345,using autotext,to insert an autotext entry,"click in your document where you want to insert an autotext entry. <st> choose tools - autotext . <st> select the autotext that you want to insert, and then click insert .",close,1
346,using autotext,to print a list of autotext entries,"choose tools - macros - organize macros - libreoffice basic . <st> in the macro from tree control, select libreoffice macros - gimmicks - autotext. <st> select ""main"" in the existing macros in: autotext list and then click run . a list of the current autotext entries is generated in a separate text document. <st> choose file - print .",,1
347,combining objects and constructing shapes,to combine 2d objects:,select two or more 2d objects. <st> choose modify - combine .,,1
348,combining objects and constructing shapes,to construct a shape:,select two or more 2d objects. <st> choose modify - shapes and one of the following: merge. subtract. intersect .,constructed shapes take on the properties of the lowermost object in the stacking order.,1
349,numbering and numbering styles,to apply numbering manually,"when you press enter in a numbered or bulleted list, libreoffice automatically numbers the next paragraph. to remove the numbering or bullet from the new paragraph, press enter again. <st> to change the hierarchical level of a bullet in a list, click in front of the paragraph, then press the tab key. <st> to change the bullets or numbering format for the current paragraph only, select a character or word in the paragraph, choose format - bullets and numbering , and then click a new format. <st> to change the bullet or numbering format for all paragraphs in the list, ensure that the cursor is in the list, choose format - bullets and numbering , and then click a new format. <st> to apply the same bullet or numbering format to all paragraphs in the list, select all paragraphs, choose format - bullets and numbering , and then click a format.",,0
350,numbering and numbering styles,to apply numbering with a paragraph style,"choose view - styles , and then click the paragraph styles icon. <st> right-click the paragraph style that you want to apply numbering to, and then choose modify . <st> click the outline  numbering tab. <st> in the numbering style box, select the type of numbering that you want to use. <st> click ok . <st> apply the style to the paragraphs that you want to add numbering to.","paragraph styles give you greater control over numbering that you apply in a document. when you change the numbering format of the style, all paragraphs using the style are automatically updated.",1
351,chapter numbering,to add automatic numbering to a heading style,"choose tools - chapter numbering , and then click the numbering tab. <st> in the paragraph style box, select the heading style that you want to add chapter numbers to. <st> in the numbers box, select the numbering style that you want to use, and then click ok .","you can modify the heading hierarchy or assign a level in the hierarchy to a custom paragraph style. you can also add chapter and section numbering to heading paragraph styles. by default, the ""heading 1"" paragraph style is at the top of the chapter hierarchy.",1
352,chapter numbering,to remove automatic chapter numbering from a heading paragraph,"click at the beginning of the text in the heading paragraph, after the number. <st> press the backspace key to delete the number.",ok,1
353,chapter numbering,to use a custom paragraph style as a heading,"choose tools - chapter numbering , and then click the numbering tab. <st> select the custom style in the paragraph style box. <st> click the heading level that you want to assign to the custom paragraph style in the level list. <st> click ok .",press the backspace key to delete the number.,1
354,applying multiple sheets,inserting a sheet,choose insert - sheet to insert a new sheet or an existing sheet from another file.,,1
355,repeating a table heading on a new page,repeating a table heading on a new page,choose table - insert table . <st> select the heading and the repeat heading rows on new pages check boxes. <st> select the number of rows and columns for the table. <st> click ok .,you can repeat a table heading on each new page that the table spans.,1
356,copying formulas,copying formulas,"select the cell containing the formula. <st> choose edit - copy , or press command ctrl setsystemspan(""swlnidm46070121164208""); +c to copy it. <st> select the cell into which you want the formula to be copied. <st> choose edit - paste , or press command ctrl setsystemspan(""swlnidm46070121159520""); +v. the formula will be positioned in the new cell.",there are various ways to copy a formula. one suggested method is:,1
357,copying formulas,copying formulas,"select the cell containing the formula. <st> position the mouse on the bottom right of the highlighted border of the cell, and continue holding down the mouse button until the pointer changes to a cross-hair symbol. <st> with the mouse button pressed, drag it down or to the right over all the cells into which you want to copy the formula. <st> when you release the mouse button, the formula will be copied into the cells and automatically adjusted.","if you want to copy a formula into multiple cells, there is a quick and easy way to copy into adjacent cell areas:",1
358,entering formulas,entering formulas,"click the cell in which you want to enter the formula. <st> click the function icon on the formula bar. you will now see an equals sign in the input line and you can begin to input the formula. <st> after entering the required values, press enter or click accept to insert the result in the active cell. if you want to clear your entry in the input line, press escape or click cancel .","you can enter formulas in several ways: using the icons, or by typing on the keyboard, or by a mixture of both methods.",1
359,creating a page style based on the current page,creating a page style based on the current page,"open a new text document, choose view - styles , and then click the page styles icon. <st> click the new style from selection icon and select new styles from selection from the submenu. <st> type a name for the page in the style name box, and then click ok . <st> double-click the name in the list to apply the style to the current page. <st> choose insert - header and footer - header , and choose the new page style from the list. <st> type the text that you want in the header. position the cursor into the main text area outside of the header. <st> choose insert - manual break . <st> in the type area, select page break and then select 'default' from the style box. <st> repeat steps 2-6 to create a second custom page style with a different header.","for example, you can create a page style that displays a particular header, and another page style that displays a different header.",1
360,conditional text,to define a conditional variable,"choose insert - field - more fields , and then click the variables tab. <st> click ""set variable"" in the type list. <st> type a name for the variable in the name box, for example reminder . <st> click ""text"" in the format list. <st> enter 1 in the value box, and then click insert . the format list now displays a ""general"" format.",the first part of the example is to define a variable for the condition statement.,1
361,conditional text,to define a condition and the conditional text,"place the cursor where you want to insert the conditional text in your text. <st> choose insert - field - more fields , and then click the functions tab. <st> click ""conditional text"" in the type list. <st> type reminder eq ""3"" in the condition box. in other words, the conditional text will be displayed when the variable in the field that you defined in the first part of this example is equal to three. the quotation marks enclosing the ""3"" indicate that the variable that you defined in the first part of this example is a text string.","the second part of the example is to define the condition that must be met, and to insert a placeholder for displaying the conditional text in your document.",1
362,conditional text,to define a condition and the conditional text,"type the text that you want to display when the condition is met in the then box. there is almost no limit to the length of the text that you can enter. you can paste a paragraph into this box. <st> click insert , and then click close .","the quotation marks enclosing the ""3"" indicate that the variable that you defined in the first part of this example is a text string.",1
363,conditional text,to display the conditional text,"place your cursor in front of the field that you defined in the first part of this example, and then choose edit - fields . <st> replace the number in the value box with 3, and then click close . <st> if the field does not automatically update, press f9.","in this example, the conditional text is displayed when the value of the conditional variable is equal to 3.",1
364,changing the slide background fill,"to use a color, gradient, or hatching pattern for the slide background","choose slide - properties , and then click on the background tab. <st> in the fill area, do one of the following: select color , and then click a color in the list. select gradient , and then click a gradient style in the list. select hatching , and then click a hatching style in the list. <st> click ok .",,1
365,changing the slide background fill,to use an image for the slide background,"choose slide - properties , and then click on the background tab. <st> in the fill area, select bitmap , and then click an image in the list. if you want to use a custom image for the slide background, close the page setup dialog, and then choose format - area . click the bitmaps tab, and then click import . locate the image you want to import and click open . when you return to the background tab, the image you imported will be in the bitmap list. <st> do one of the following: to display the entire image as the background, clear the tile check box in the position area, and then select autofit . to tile the image on the background, select tile , and set the size , position , and offset options for the image. <st> click ok .","you can display an entire image as a slide background, or you can tile the image to produce a patterned background.",1
366,changing the slide background fill,to save a new master slide as a template,"choose view - master slide to change to the master slide. <st> choose slide - properties to change the slide background, or choose other formatting commands. objects that you add here will be visible on all slides that are based on this master slide. <st> choose view - normal to close the master view. <st> choose file - templates - save as template to save the document as a template. <st> enter a name for the template. do not change the category from ""my templates"". click ok.",this modification is only valid for the current presentation document.,1
367,animating text,animating text,"select the drawing object containing the text that you want to animate. <st> choose format - object - text attributes , and then click the text animation tab. <st> in the effect box, select the animation that you want. <st> set the properties of the effect, and then click ok .","you can only animate text that is contained in a drawing object, such as rectangles, lines, or text objects. for example, draw a rectangle, then double-click the rectangle and enter your text.",1
368,changing your working directory,changing your working directory,"choose libreoffice - preferences tools - options setsystemspan(""swlnidm45326731538496""); - libreoffice - paths . <st> click my documents and click the edit button, or double-click on my documents . <st> in the select path dialog, choose the working directory you want and click select .","when you start a dialog to open or save a document, libreoffice initially displays your working directory. to change this directory:",1
369,recording a macro,limitations of the macro recorder,"opening of windows is not recorded. <st> actions carried out in another window than where the recorder was started are not recorded. <st> window switching is not recorded. <st> actions that are not related to the document contents are not recorded. for example, changes made in the options dialog, macro organizer, customizing. <st> selections are recorded only if they are done by using the keyboard (cursor traveling), but not when the mouse is used. <st> the macro recorder works only in calc and writer.",not,0
370,recording a macro,recording a macro,"open the document for which you want to record a macro. <st> choose tools - macros - record macro . if tools - macros - record macro menu item is missing, make sure that macro recording feature is enabled in libreoffice - preferences tools - options setsystemspan(""swlnidm46203889879920""); - libreoffice - advanced . you see the small recording dialog with just one button called stop recording . <st> perform the actions you want to be recorded in the document. press the escape key to deselect an object, as the macro recorder currently does not record this action by mouse click. <st> click stop recording . the macro dialog appears, in which you can save and run the macro. if you want to abort the recording without saving a macro, click the close button of the recording dialog. <st> to save the macro, first select the object where you want the macro to be saved in the save macro in list box. <st> if you want the macro to be saved into a new library or module, click the new library or new module button and enter a name for the library or module. <st> enter a name for the new macro in the macro name text box. do not use basic keywords as a name. <st> click save .",libreoffice can record commands executed with the keyboard and mouse in writer and calc,1
371,about headers and footers,about headers and footers,"to add a header to a page, choose insert - header and footer - header , and then select the page style for the current page from the submenu. <st> to add a footer to a page, choose insert - header and footer - footer , and then select the page style for the current page from the submenu.",,0
372,about headers and footers,about headers and footers,"you can also choose format - page , click the header or footer tab, and then select header on or footer on . clear the same content leftright check box if you want to define different headers and footers for even and odd pages.",insert - header and footer - footer,0
373,about headers and footers,about headers and footers,"to use different headers or footers in your document, you must add them to different page styles , and then apply the styles to the pages where you want the headers or footer to appear.",same content leftright,0
374,undoing direct formatting for a document,removing all direct formatting in a libreoffice writer document,press ctrl+a to select the whole text. <st> choose format - clear direct formatting .,format - clear direct formatting,1
375,undoing direct formatting for a document,removing all direct formatting in a libreoffice calc spreadsheet,while pressing the shift key click the first and then the last sheet tab to select all sheets. <st> press ctrl+a to select the whole text. <st> choose format - clear direct formatting .,format - clear direct formatting,1
376,undoing direct formatting for a document,removing all direct formatting in a libreoffice presentation,click the outline tab to open outline view. <st> press ctrl+a to select the whole text. <st> choose format - clear direct formatting .,format - clear direct formatting,1
377,using gluepoints,to add and edit gluepoints,"do one of the following to get existing glue points visible for all elements: <st> click the glue point icon on the drawing toolbar. choose edit - glue points . setsystemspan(""swlnidm45298770403408""); <st> click the glue point icon on the drawing toolbar. <st> choose edit - glue points . <st> click the insert glue point icon on the gluepoints toolbar. <st> select element on slide where you want to add glue points. <st> click inside the shape where you want to add the new gluepoint. if the shape is filled, you can click anywhere inside the shape. if the shape is unfilled, you can click the border to insert a glue point. once inserted, you can drag the glue point to another position inside the shape.","in impress and draw, you can connect each two shapes with a line called a connector. when you draw a connector between shapes, the connector will be attached to a gluepoint on each shape. each shape has some default gluepoints, and the positions of the default gluepoints depend on the specific shape. you can add your own custom gluepoints to a shape and then attach connectors to the custom gluepoints.",1
378,using gluepoints,to add and edit gluepoints,click the glue point icon on the drawing toolbar. <st> choose edit - glue points .,"click the glue point icon on the drawing toolbar.


choose edit - glue points.",1
379,removing words from a user-defined dictionary,removing words from a user-defined dictionary,"choose libreoffice - preferences tools - options setsystemspan(""swlnidm46521124824704""); - language settings - writing aids . <st> select the user-defined dictionary that you want to edit in the user-defined list, and then click edit . <st> select the word that you want to delete in the word list, and then click delete .",,1
380,inserting objects from the gallery,inserting an object as a copy,"open the gallery by clicking the gallery icon on the standard bar, or by selecting tools - gallery . <st> select a theme. <st> select an object using a single click. <st> drag the object into the document, or right-click to open the context menu and select insert and copy .",link,1
381,inserting objects from the gallery,inserting an object as a link,"open the gallery by clicking the gallery icon on the standard bar, or by selecting tools - gallery . <st> select a theme. <st> select an object by a single click. <st> drag the object into the document while pressing the shift and command ctrl setsystemspan(""swlnidm45783769842448""); keys, or right-click to open the context menu and select insert and link .",copy,1
382,inserting objects from the gallery,inserting an object as a background graphic,"open the gallery by clicking the gallery icon on the standard bar, or by selecting tools - gallery . <st> select a theme. <st> select an object by a single click. <st> open the context menu and choose insert - background - page or paragraph .",link,1
383,inserting objects from the gallery,inserting an object as a texture (pattern) for another object,"open the gallery by clicking the gallery icon on the standard bar, or by selecting tools - gallery . <st> select a theme. <st> select an object by a single click. <st> drag the object on to the other object in the document while pressing command ctrl setsystemspan(""swlnidm45783769821216""); .",paragraph,1
384,adding input fields,adding input fields,choose insert - field - more fields and click the functions tab. <st> click 'input field'in the type list. <st> click insert and type the text for the variable. <st> click ok .,an input field is a variable that you can click in a document to open a dialog where you can edit the variable.,1
385,using shortcut keys in libreoffice impress,to create and edit a drawing object,"press f6 to navigate to the drawing bar. <st> press the right arrow key until you reach the toolbar icon of a drawing tool. <st> if there is an arrow next to the icon, the drawing tool opens a sub toolbar. press the up or down arrow key to open the sub toolbar, then press the right or left key to select an icon. <st> press command ctrl setsystemspan(""swlnidm45983643650960""); +enter . the object is created at the center of the current document. <st> to return to the document, press command ctrl setsystemspan(""swlnidm45983643645328""); +f6 . you can use the arrow keys to position the object where you want. to choose a command from the context menu for the object, press shift+f10 .",,1
386,using shortcut keys in libreoffice impress,to select an object,"press command ctrl setsystemspan(""swlnidm45983643637056""); +f6 to enter the document. <st> press tab until you reach the object you want to select.",shift+f10,1
387,using shortcut keys in libreoffice impress,copying a slide:,"use the arrow keys to navigate to the slide that you want to copy, and then press ctrl+c . <st> move to the slide where you want to paste the copied slide, and then press ctrl+v .",spacebar,1
388,using shortcut keys in libreoffice impress,moving a slide:,"use the arrow keys to navigate to the slide that you want to move, and then press ctrl+x . <st> navigate to the slide where you want to move the slide, and then press ctrl+v . <st> select before or after the current slide, and then click ok .",ctrl+v,1
389,word completion for text documents,to acceptreject a word completion,"by default, you accept the word completion by pressing the enter key. <st> to reject the word completion, continue typing with any other key.","setsystemspan(""swlnidm45864621304464"");",0
390,word completion for text documents,to switch off the word completion,choose tools - autocorrect - autocorrect options - word completion . <st> clear enable word completion .,"to reject the word completion, continue typing with any other key.",1
391,applying text formatting while you type,applying text formatting while you type,"select the text that you want to format. <st> press command ctrl setsystemspan(""swlnidm45620469386912""); +b. you can also press command ctrl setsystemspan(""swlnidm45620469384560""); +b, type the text that you want to format in bold, and then press command ctrl setsystemspan(""swlnidm45620469383232""); +b when you are finished.",to apply bold formatting,1
392,applying text formatting while you type,applying text formatting while you type,"select the text that you want to format. <st> press command ctrl setsystemspan(""swlnidm45620469377216""); +i. you can also press command ctrl setsystemspan(""swlnidm45620469374864""); +i, type the text that you want to format in italic, and then press command ctrl setsystemspan(""swlnidm45620469373536""); +i when you are finished.",to apply italic formatting,1
393,applying text formatting while you type,applying text formatting while you type,"select the text that you want to underline. <st> press command ctrl setsystemspan(""swlnidm45620469367520""); +u. you can also press command ctrl setsystemspan(""swlnidm45620469365168""); +u, type the text that you want underlined, and then press command ctrl setsystemspan(""swlnidm45620469363840""); +u when you are finished.",to underline text,1
394,formatting headers or footers,formatting headers or footers,"to add a separator line between the header or the footer and the content of the page, click the bottom edge of the square in the line arrangement area. click a line style in the style box. <st> to adjust the spacing between the content of the header or footer and the line, clear the synchronize box, and then enter a value in the bottom box.",borderbackground,0
395,formatting headers or footers,formatting headers or footers,"choose format - page and select the header or footer tab. <st> set the spacing options that you want to use. <st> to add a border or a shadow to the header or the footer, click more . the borderbackground dialog opens.",you can apply direct formatting to the text in a header or footer. you can also adjust the spacing of the text relative to the header or footer frame or apply a border to the header or footer.,1
396,translation of controls in the dialog editor,to enable localizable dialogs,"in the basic ide dialog editor, open the language toolbar choosing view - toolbars - language . if the current library already contains a localizable dialog, the language toolbar is shown automatically. <st> click the manage languages icon on the language toolbar or on the toolbox bar. you see the manage user interface language dialog. the dialog manages languages for the current library. the name of the current library is shown on the title bar. <st> click add in the dialog to add a language entry. this step enables all new dialogs to contain localizable string resources. <st> the first time you click add, you see the set default user interface language dialog. the following times you click add, this dialog has the name add user interface language. you can also change the default language in the manage user interface language dialog. <st> select a language. this adds string resources to contain the translated versions of all strings to the dialog properties. the set of dialog strings of the default language is copied to the new set of strings. later, you can switch to the new language and then translate the strings. <st> close the dialog or add additional languages.",,1
397,translation of controls in the dialog editor,to edit localizable controls in your dialog,"switch the current language listbox to display the default language. <st> insert any number of controls to your dialog and enter all strings you want. <st> select another language in the current language listbox. <st> using the control's property dialogs, edit all strings to the other language. <st> repeat for all languages that you added.","once you have added the resources for localizable strings in your dialogs, you can select the current language from the current language listbox on the language toolbar.",1
398,inserting a fixed or variable date field,inserting a fixed or variable date field,"choose insert - field - more fields and click the document tab. <st> click 'date' in the type list and do one of the following: to insert the date as a field that updates each time you open the document, click 'date' in the select list. to insert the date as a field that does not update, click 'date (fixed)' in the select list.","you can insert the current date as a field that updates each time you open the document, or as a field that does not update.",1
399,cells in currency format,cells in currency format,"for example, if the language is set to ""default"" and you are using a german locale setting, the currency format will be ""1.234,00 €"". a point is used before the thousand digits and a comma before the decimal places. if you now select the subordinate currency format "" english (us)"" from the format list box , you will get the following format: "" 1.234,00"". as you can see, the separators have remained the same. only the currency symbol has been changed and converted, but the underlying format of the notation remains the same as in the locale setting. <st> if, under language , you convert the cells to ""english (us)"", the english-language locale setting is also transferred and the default currency format is now "" 1,234.00"".",format,0
400,inserting an entire text document,to insert a text file,"place the cursor in the document where you want to insert the file. <st> choose insert - file . <st> locate the text document that you want to insert, and then click ok .",,1
401,inserting an entire text document,to insert an entire text document as a link,"place the cursor in the document where you want to insert the file. <st> choose insert - section . <st> type a name in the new section box, and then select the link check box. <st> in the file name box, type the name of the file that you want to insert, or click the browse button and locate the file. if the target text document contains sections, you can select the section that you want to insert in the sections box. <st> if you want, set the formatting options for the section. <st> click insert .","the contents of the text document are embedded into the current document and are not updated if the source file is changed. if you want the contents to automatically update when you change the source document, insert the file as a link.",1
402,"loading color, gradient, and hatching lists",to load a color list:,"choose format - area , and then click the colors tab. <st> click the load color list button. <st> locate the color list that you want to load, and then click open . a color list file has the format filename.soc.","you can use lists to organize colors, gradients, or hatching patterns. libreoffice provides several lists that you can load and use in your document. if you want, you can add or delete elements from a list, or even create custom lists.",1
