,Page_title,Subtitle,Lists,Context,List_tags
255,I cannot hear any sounds on the computer,More Information,"Sound problems — Troubleshoot problems like having no sound or having poor sound
    quality.",More Information,0
256,I cannot hear any sounds on the computer,Make sure that the sound is not muted,"Open Settings from the Activities overview. <st> Click Sound . <st> Go to the Applications tab and check that your application
      is not muted.",Sound,1
257,I cannot hear any sounds on the computer,Check that the correct sound device is selected,"Open the Activities overview and
      start typing Sound . <st> Click on Sound to open the panel. <st> In the Output tab, change the Profile settings for the selected device and play a sound to see if it works.
      You might need to go through the list and try each profile. If that does not work, you might want to try doing the same for any
      other devices that are listed.","Some computers have multiple “sound devices” installed. Some of these are
  capable of outputting sound and some are not, so you should check that you
  have the correct sound device selected. This might involve some
  trial-and-error to choose the right one.",1
258,I cannot hear any sounds on the computer,Check that the sound card was detected properly,"Go to the Activities overview and open a Terminal. <st> Run lspci as superuser ;
      either type sudo lspci and type your password, or type su , enter the root (administrative) password,
      then type lspci . <st> Check if an audio controller or audio device is listed:
      in such case you should see the make and model number of the sound card. 
      Also, lspci -v shows a list with more detailed information.",lspci,1
259,Disconnect a Bluetooth device,More Information,"Bluetooth — Connect , send files , turn on and off …",More Information,0
260,Disconnect a Bluetooth device,See Also,Connect your computer to a Bluetooth device — Pair Bluetooth devices.,See Also,0
261,Disconnect a Bluetooth device,Disconnect a Bluetooth device,"Open the Activities overview and
      start typing Bluetooth . <st> Click on Bluetooth to open the panel. <st> Select the device which you want to disconnect from the list. <st> In the device dialog box, switch Connection to OFF , or to remove the device from the Devices list,
      click Remove Device .","If you do not want to be connected to a Bluetooth device anymore, you can
  remove the connection. This is useful if you no longer want to use a device
  like a mouse or headset, or if you no longer wish to transfer files to or
  from a device.",1
262,Browse files on a server or network share,More Information,"More file-related tasks <st> Sharing — Desktop sharing , Share files by email , Media sharing …",More Information,0
263,Browse files on a server or network share,See Also,"Share files by email — Easily transfer files to your email contacts from the file
    manager.",See Also,0
264,Browse files on a server or network share,Connect to a file server,"In the file manager, click Other Locations in the
   sidebar. <st> In Connect to Server , enter the address of the server, in
  the form of a URL . Details on supported URLs are listed below . If you have connected to the server before, you can click on it in the Recent Servers list. <st> Click Connect . The files on the server will be shown. You
    can browse the files just as you would for those on your own computer. The
    server will also be added to the sidebar so you can access it quickly in
    the future.",Connect to a file server,1
265,Change who has administrative privileges,More Information,User privileges,More Information,0
266,Change who has administrative privileges,See Also,"How do administrative privileges work? — You need administrative privileges to change important parts of your
    system. <st> Problems caused by administrative restrictions — You can do some things, like installing applications, only if you
    have administrative privileges.",See Also,0
267,Change who has administrative privileges,Change who has administrative privileges,"Open the Activities overview and
      start typing Users . <st> Click Users to open the panel. <st> Press Unlock in the top right corner and
      type in your password when prompted. <st> Select the user whose privileges you want to change. <st> Click the label Standard next to Account Type and select Administrator . <st> The user’s privileges will be changed when they next log in.",administrator privileges,1
268,Add a world clock,More Information,"Date & time — Set date and time , world clocks , timezone , calendar and appointments …",More Information,0
269,Add a world clock,See Also,Clocks Help,See Also,0
270,Add a world clock,Add a world clock,"Click on the clock on the top bar. <st> Click the Add world clocks… link under the calendar to
      launch Clocks . If you already have one or more world clocks, click on one and Clocks will launch. <st> In the Clocks window, click New button or press Ctrl + N to add a new city. <st> Start typing the name of the city into the search. <st> Select the correct city or the closest location to you from the
      list. <st> Press Add to finish adding the city.",To add a world clock:,1
271,"Share your music, photos and videos",More Information,"Sharing — Desktop sharing , Share files by email , Media sharing … <st> Sharing Settings — Bluetooth sharing , Personal file sharing , Screen sharing , Media sharing …",More Information,0
272,"Share your music, photos and videos","Share your music, photos and videos","Open the Activities overview and
      start typing Sharing . <st> Click on Sharing to open the panel. <st> If Sharing is OFF , switch it to ON . If the text below Computer Name allows
      you to edit it, you can change the name your computer displays on the network. <st> Select Media Sharing . <st> Switch Media Sharing to ON . <st> By default, Music , Pictures and Videos are shared. To remove one of these, click the × next to the folder name. <st> To add another folder, click + to open the Choose a folder window. Navigate into the desired
      folder and click Open . <st> Click × . You will now be able to browse
      or play media in the folders you selected using the external device.",Install Rygel,1
273,Turn Bluetooth on or off,More Information,"Bluetooth — Connect , send files , turn on and off …",More Information,0
274,Turn Bluetooth on or off,Turn Bluetooth on or off,"Open the Activities overview and
      start typing Bluetooth . <st> Click on Bluetooth to open the panel. <st> Set the switch at the top to ON .","You can turn Bluetooth on to connect to other Bluetooth devices, or turn
  it off to conserve power. To turn Bluetooth on:",1
275,Turn Bluetooth on or off,Turn Bluetooth on or off,"Open the system menu from the
      right side of the top bar. <st> Select Not In Use . The Bluetooth section of the menu will expand. <st> Select Turn Off .",To turn Bluetooth off:,1
276,Change date and measurement formats,More Information,"Region & Language — Language , region and formats , keyboard layouts …",More Information,0
277,Change date and measurement formats,See Also,"Change which language you use — Switch to a different language for user interface and help
    text.",See Also,0
278,Change date and measurement formats,Change date and measurement formats,"Open the Activities overview and
      start typing Region & Language . <st> Click on Region & Language to open the panel. <st> Click Formats . <st> Select the region and language that most closely matches the formats
      you would like to use. If your region and language are not listed, click at the bottom of the list to select from all available regions and
      languages. <st> Click Done to save. <st> Respond to the prompt, Your session needs to be restarted for
      changes to take effect by clicking Restart Now , or click × to restart later.","You can control the formats that are used for dates, times, numbers,
  currency, and measurement to match the local customs of your region.",1
279,Starting Contacts for the first time,More Information,Contacts — Access your contacts.,More Information,0
280,Simulate a right mouse click,More Information,"Mobility impairments <st> Mouse — Left-handed , speed and sensitivity , touchpad clicking and scrolling …",More Information,0
281,Simulate a right mouse click,Simulate a right mouse click,"Open the Activities overview and
      start typing Universal Access . <st> Click on Universal Access to open the panel. <st> Press Click Assist in the Pointing & Clicking section. <st> Switch Simulated Secondary Click to ON .","You can right-click by holding down the left mouse button. This is useful
  if you find it difficult to move your fingers individually on one hand, or if
  your pointing device only has a single button.",1
282,Print to file,More Information,"Printing — Local setup , order and collate , two-sided and multi-page …",More Information,0
283,Print to file,To print to file:,"Open the print dialog by pressing Ctrl + P . <st> Select Print to File under Printer in the General tab. <st> To change the default filename and where the file is saved to, click
      the filename below the printer selection. Click Select once you have finished choosing. <st> PDF is the default file type for the document. If you want
      to use a different Output format , select either PostScript or SVG . <st> Choose your other page preferences. <st> Press Print to save the file.",To print to file:,1
284,Print envelopes,More Information,Different paper sizes and layouts,More Information,0
285,Test the performance of your hard disk,More Information,"Disks & storage — Disk space , performance , problems , volumes and partitions …",More Information,0
286,Test the performance of your hard disk,Test the performance of your hard disk,"Open Disks from the Activities overview. <st> Choose the disk from the list in the left pane. <st> Click the menu button and select Benchmark disk… from the
      menu. <st> Click Start Benchmark… and adjust the Transfer
      Rate and Access Time parameters as desired. <st> Click Start Benchmarking to test how fast data can be read
      from the disk. Administrative
      privileges may be required. Enter your password, or the password
      for the requested administrator account. If Perform write-benchmark is checked, the benchmark
        will test how fast data can be read from and written to the disk. This
        will take longer to complete.",To test the speed of your hard disk:,1
287,Change the resolution or rotation of the screen,More Information,"Display & screen — Background , size and rotation ,
      brightness…",More Information,0
288,Change the resolution or rotation of the screen,See Also,Why do things look fuzzy/pixelated on my screen? — The screen resolution may be set incorrectly.,See Also,0
289,Change the resolution or rotation of the screen,Change the resolution or rotation of the screen,"Open the Activities overview and
      start typing Displays . <st> Click on Displays to open the panel. <st> If you have multiple displays and they are not mirrored, you can have
      different settings on each display. Select a display in the preview
      area. <st> Select the resolution and rotation. <st> Click Apply . The new settings will be applied for 20
      seconds before reverting back. That way, if you cannot see anything with
      the new settings, your old settings will be automatically restored. If
      you are happy with the new settings, click Keep Changes .",rotation,1
290,Change the desktop and lock screen backgrounds,Change the desktop and lock screen backgrounds,"Select Wallpapers to use one of the many professional
          background images that ship with GNOME. Some wallpapers change
          throughout the day. These wallpapers have a small clock icon in the
          bottom-right corner. <st> Select Pictures to use one of your own photos from your Pictures folder. Most photo management applications
          store photos there. If you would like to use an image that is not in
          your Pictures folder, either use Files by right-clicking
          on the image file and selecting Set as Wallpaper , or Image Viewer by opening the image file, clicking the
          menu button in the titlebar and selecting Set as
          Wallpaper . <st> Select Colors to just use a flat color.",There are three choices displayed on top:,0
291,Change the desktop and lock screen backgrounds,More Information,"Display & screen — Background , size and rotation ,
      brightness…",More Information,0
292,Change the desktop and lock screen backgrounds,See Also,A tutorial on changing the wallpaper,See Also,0
293,Change the desktop and lock screen backgrounds,Change the desktop and lock screen backgrounds,"Open the Activities overview and
      start typing Background . <st> Click on Background to open the panel. <st> Select the Background or Lock Screen . <st> There are three choices displayed on top: Select Wallpapers to use one of the many professional
          background images that ship with GNOME. Some wallpapers change
          throughout the day. These wallpapers have a small clock icon in the
          bottom-right corner. Select Pictures to use one of your own photos from your Pictures folder. Most photo management applications
          store photos there. If you would like to use an image that is not in
          your Pictures folder, either use Files by right-clicking
          on the image file and selecting Set as Wallpaper , or Image Viewer by opening the image file, clicking the
          menu button in the titlebar and selecting Set as
          Wallpaper . Select Colors to just use a flat color. <st> Select Wallpapers to use one of the many professional
          background images that ship with GNOME. Some wallpapers change
          throughout the day. These wallpapers have a small clock icon in the
          bottom-right corner. <st> Select Pictures to use one of your own photos from your Pictures folder. Most photo management applications
          store photos there. If you would like to use an image that is not in
          your Pictures folder, either use Files by right-clicking
          on the image file and selecting Set as Wallpaper , or Image Viewer by opening the image file, clicking the
          menu button in the titlebar and selecting Set as
          Wallpaper . <st> Select Colors to just use a flat color. <st> The settings are applied immediately. <st> Switch to an empty
      workspace to view your entire desktop.","You can change the image used for your backgrounds or set it to be a
  solid color.",1
294,Sound problems,More Information,"Hardware problems <st> Basic sound — Volume , speakers and headphones , microphones …",More Information,0
295,Enable or block firewall access,More Information,"Keeping safe on the internet — Antivirus software , basic firewalls , firewall ports …",More Information,0
296,Enable or block firewall access,See Also,"Commonly-used network ports — You need to specify the right network port to enable/disable network
    access for a program with your firewall.",See Also,0
297,Enable or block firewall access,Enable or block firewall access,"Go to Activities in the top left corner of the screen and
      start your firewall application. You may need to install a firewall
      manager yourself if you can’t find one (for example, Firestarter or
      GUFW). <st> Open or disable the port for your network service, depending on
      whether you want people to be able to access it or not. Which port you
      need to change will depend on the
      service . <st> Save or apply the changes, following any additional instructions given
      by the firewall tool.","network
  port",1
298,Connect to a wired (Ethernet) network,More Information,"Wired Networking — Wired internet connections , Fixed IP addresses …",More Information,0
299,How do I calibrate my printer?,How do I calibrate my printer?,Using a photospectrometer device like the Pantone ColorMunki <st> Downloading a printing a reference file from a color company,"
    There are two ways to profile a printer device:
  ",0
300,How do I calibrate my printer?,More Information,Calibration,More Information,0
301,How do I calibrate my printer?,See Also,"How do I calibrate my camera? — Calibrating your camera is important to capture accurate colors. <st> How do I calibrate my scanner? — Calibrating your scanner is important to capture accurate colors. <st> How do I calibrate my screen? — Calibrating your screen is important to display accurate
    colors.",See Also,0
302,How do I import color profiles?,More Information,Color profiles,More Information,0
303,How do I import color profiles?,See Also,How do I assign profiles to devices? — Look in Settings ▸ Color to add a color profile for your screen. <st> What is a color profile? — A color profile is a simple file that expresses a color space or device response.,See Also,0
304,How do I import color profiles?,How do I import color profiles?,"Open the Activities overview and
      start typing Settings . <st> Click on Settings . <st> Click Devices in the sidebar. <st> Click Color in the sidebar to open the panel. <st> Select your device. <st> Click Add profile to select an existing profile or import
      a new profile. <st> Press Add to confirm your selection.",Color,1
305,Change the paper size when printing,Change the paper size when printing,Portrait <st> Landscape <st> Reverse portrait <st> Reverse landscape,Orientation,0
306,Change the paper size when printing,More Information,Different paper sizes and layouts,More Information,0
307,Change the paper size when printing,Change the paper size when printing,"Open the print dialog by pressing Ctrl + P . <st> Select the Page Setup tab. <st> Under the Paper column, choose your Paper size from the drop-down list. <st> Click Print to print your document.","If you want to change the paper size of your document (for example, print
  a US Letter-sized PDF on A4 paper), you can change the printing format for
  the document.",1
308,Share files by email,More Information,"More file-related tasks <st> Sharing — Desktop sharing , Share files by email , Media sharing …",More Information,0
309,Share files by email,See Also,"Browse files on a server or network share — View and edit files on another computer over FTP, SSH, Windows
    shares, or WebDAV. <st> Send files to a Bluetooth device — Share files to Bluetooth devices such as your phone.",See Also,0
310,Share files by email,To share a file by email:,"Open the Files application from the Activities overview. <st> Locate the file you want to transfer. <st> Right-click the file and select Send to… . An email compose
      window will appear with the file attached. <st> Click To to choose a contact, or enter an email address
  where you want to send the file. Fill in the Subject and the body
  of the message as required and click Send .",To share a file by email:,1
311,The laptop fan is always running,More Information,Power problems — Troubleshoot problems with power and batteries.,More Information,0
312,Delete a user account,More Information,Manage user accounts,More Information,0
313,Delete a user account,See Also,"Add a new user account — Add new users so that other people can log in to the computer. <st> How do administrative privileges work? — You need administrative privileges to change important parts of your
    system.",See Also,0
314,Delete a user account,Delete a user account,"Open the Activities overview and
      start typing Users . <st> Click Users to open the panel. <st> Press Unlock in the top right corner and
      type in your password when prompted. <st> Select the user that you want to delete and press the - button, below the list of accounts on the
      left, to delete that user account. <st> Each user has their own home folder for their files and settings. You
      can choose to keep or delete the user’s home folder. Click Delete
      Files if you are sure they will not be used anymore and you need to
      free up disk space. These files are permanently deleted. They cannot be
      recovered. You may want to back up the files to an external storage device
      before deleting them.",administrator privileges,1
315,Video calls,Applications which support video calls include,Empathy <st> Skype <st> Ekiga,Applications which support video calls include,0
316,Video calls,More Information,"Chat & Social Networking — Chat on any network using Empathy , make video calls , install skype",More Information,0
317,Video calls,See Also,"How can I use Skype on Ubuntu? — Skype is proprietary software and must be installed manually
    on Ubuntu <st> Instant messaging on Ubuntu — With Empathy you can chat, call and video call with friends
      and colleagues on a variety of networks",See Also,0
318,Share your desktop,More Information,"Sharing — Desktop sharing , Share files by email , Media sharing … <st> Sharing Settings — Bluetooth sharing , Personal file sharing , Screen sharing , Media sharing …",More Information,0
319,Share your desktop,Share your desktop,"Open the Activities overview and
      start typing Sharing . <st> Click on Sharing to open the panel. <st> If Sharing is OFF , switch it to ON . If the text below Computer Name allows
      you to edit it, you can change the name your computer displays on the network. <st> Select Screen Sharing . <st> To let others view your desktop, switch Screen Sharing to ON . This means that other people will be able to attempt to
      connect to your computer and view what’s on your screen. <st> To let others interact with your desktop, switch Allow Remote Control to ON . This may allow the
      other person to move your mouse, run applications, and browse files on
      your computer, depending on the security settings which you are currently
      using. This option is enabled by default when Screen Sharing is ON .",Install Vino,1
320,Share your desktop,Stop sharing your desktop,"Open the message tray by pressing Super + M , or by moving your mouse
      pointer to the very bottom of your screen. <st> Click on the Desktop icon in the Message Tray . This will open the Sharing panel. <st> Select Screen Sharing . <st> Toggle the Screen Sharing slider to Off .",notification icon,1
321,Create a wireless hotspot,More Information,"Wireless Networking — Connect to wifi , Hidden networks , Disconnecting …",More Information,0
322,Create a wireless hotspot,Create a wireless hotspot,"Open the system menu from the right
    side of the top bar. <st> Select Wi-Fi Not Connected or the name of the wireless network to which
    you are already connected. The Wi-Fi section of the menu will expand. <st> Click Wi-Fi Settings . <st> Click the Use as Hotspot… button. <st> If you are already connected to a wireless network, you will be
  asked if you want to disconnect from that network. A single wireless adapter
  can connect to or create only one network at a time. Click Turn On to confirm.","You can use your computer as a wireless hotspot. This allows other devices
  to connect to you without a separate network, and allows you to share an
  internet connection you’ve made with another interface, such as to a wired
  network or over the cellular network.",1
323,Why does my computer turn off when I close the lid?,More Information,"Power & battery — Battery status , suspend , screen dimming …",More Information,0
324,Why does my computer turn off when I close the lid?,See Also,What happens when I suspend my computer? — Suspend sends your computer to sleep so it uses less power. <st> Why does my computer not turn back on after I suspended it? — Some computer hardware causes problems with suspend.,See Also,0
325,Why does my computer turn off when I close the lid?,Stop the computer from suspending when the lid is closed,Open the Activities overview and start typing Tweaks . <st> Click Tweaks to open the application. <st> Click the Power tab. <st> Switch Suspend when laptop lid is closed to OFF . <st> Close the Tweaks window.,"Be very careful if you change this setting. Some laptops can overheat
    if they are left running with the lid closed, especially if they are in
    a confined place like a backpack.",1
326,What’s the difference between calibration and characterization?,What’s the difference between calibration and characterization?,Changing controls or internal settings that it has <st> Applying curves to its color channels,"
    Many people are initially confused about the difference between calibration
    and characterization.
    Calibration is the process of modifying the color behavior of a device.
    This is typically done using two mechanisms:
  ",0
327,What’s the difference between calibration and characterization?,More Information,Calibration,More Information,0
328,Click and move mouse pointer using the keypad,More Information,"Mobility impairments <st> Mouse — Left-handed , speed and sensitivity , touchpad clicking and scrolling …",More Information,0
329,Click and move mouse pointer using the keypad,Click and move mouse pointer using the keypad,"Open the Activities overview and
      start typing Universal Access . You can access the Activities overview by pressing on it,
      by moving your mouse pointer against the top-left corner of the screen,
      using Ctrl + Alt + Tab followed by Enter or using Super . <st> Click on Universal Access to open the panel. <st> Use the up and down arrow keys to select Mouse Keys in the Pointing & Clicking section then press Enter to
      switch Mouse Keys to On . <st> Make sure that Num Lock is turned off. You will now be able
      to move the mouse pointer using the keypad.",mouse keys,1
330,Choose or disable the alert sound,More Information,"Basic sound — Volume , speakers and headphones , microphones …",More Information,0
331,Choose or disable the alert sound,See Also,"Flash the screen for alert sounds — Enable visual alerts to flash the screen or window when an
    alert sound is played.",See Also,0
332,Choose or disable the alert sound,Choose or disable the alert sound,"Open the Activities overview and
      start typing Sound . <st> Click on Sound to open the panel. <st> In the Sound Effects tab, select an alert sound. Each sound
      will play when you click on it so you can hear how it sounds.","Your computer will play a simple alert sound for certain types of messages
  and events. You can choose different sound clips for alerts, set the alert
  volume independently of your system volume, or disable alert sounds
  entirely.",1
333,Find a lost window,Find a lost window,"Open the Activities overview. If the missing window is on
      the current workspace , it
      will be shown here in thumbnail. Simply click the thumbnail to redisplay
      the window, or <st> Click different workspaces in the workspace selector at the
      right-hand side of the screen to try to find your window, or <st> Right-click the application in the dash and its open windows will be
      listed. Click the window in the list to switch to it.",Activities,0
334,Find a lost window,Find a lost window,"Press Super + Tab to display the window switcher .
      Continue to hold down the Super key and press Tab to cycle through the open windows, or Shift + Tab to cycle backwards. <st> If an application has multiple open windows, hold down Super and press ` (or the key above Tab )
      to step through them.",Using the window switcher:,0
335,Find a lost window,More Information,Working with windows,More Information,0
336,How do I test if color management is working correctly?,More Information,Problems,More Information,0
337,How do I test if color management is working correctly?,See Also,Where do I get color profiles? — Color profiles are provided by vendors and can be generated yourself.,See Also,0
338,How do I test if color management is working correctly?,How do I test if color management is working correctly?,"Open the Activities overview and
      start typing Settings . <st> Click on Settings . <st> Click Devices in the sidebar. <st> Click Color in the sidebar to open the panel. <st> Select the device for which you want to add a profile. You may wish to
      make a note of which profile is currently being used. <st> Click Add profile to select a test profile, which should be
      at the bottom of the list. <st> Press Add to confirm your selection. <st> To revert to your previous profile, select the device in the Color panel, then select the profile that you were using
      before you tried one of the test profiles and press Enable to
      use it again.","This will turn the screen blue and tests if the calibration curves are
      being sent to the display.",1
339,How do I calibrate my screen?,More Information,Calibration,More Information,0
340,How do I calibrate my screen?,See Also,How do I calibrate my camera? — Calibrating your camera is important to capture accurate colors. <st> How do I calibrate my printer? — Calibrating your printer is important to print accurate colors. <st> How do I calibrate my scanner? — Calibrating your scanner is important to capture accurate colors.,See Also,0
341,How do I calibrate my screen?,How do I calibrate my screen?,"Make sure your calibration device is connected to your computer. <st> Open the Activities overview and
      start typing Settings . <st> Click on Settings . <st> Click Devices in the sidebar. <st> Click Color in the sidebar to open the panel. <st> Select your screen. <st> Press Calibrate… to commence the
      calibration.","You will need either a colorimeter or a spectrophotometer to do this. Both
  devices are used to profile screens, but they work in slightly different
  ways.",1
342,Create a connection with a fixed IP address,More Information,"Wired Networking — Wired internet connections , Fixed IP addresses …",More Information,0
343,Create a connection with a fixed IP address,See Also,Find your IP address — Knowing your IP address can help you troubleshoot network problems.,See Also,0
344,Create a connection with a fixed IP address,To give your computer a fixed (static) IP address:,"Open the Activities overview and
      start typing Network . <st> Click on Network to open the panel. <st> In the left pane, select the network connection that you want to have
      a fixed address. If you plug in to the network with a cable, click Wired , then click the button in the lower right corner of
      the panel. For a Wi-Fi connection, the button will be located next to the active network. <st> Click on IPv4 or IPv6 in the left pane
      and change the Addresses to Manual . <st> Type in the IP Address and Gateway , as well as the appropriate Netmask . <st> In the DNS section, switch Automatic to OFF . Enter the IP address of a DNS server you want to use.
      Enter additional DNS server addresses using the + button. <st> In the Routes section, switch Automatic to OFF . Enter the Address , Netmask , Gateway and Metric for a route you want to use.
      Enter additional routes using the + button. <st> Click Apply . The network connection should now have a fixed
      IP address.",To give your computer a fixed (static) IP address:,1
345,Staying safe on the internet,Staying safe on the internet,"Phishing Scams (websites and emails that try to obtain sensitive
      information through deception) <st> Forwarding malicious emails <st> Applications with malicious intent
      (viruses) <st> Unauthorized remote/local network
      access","Despite the measures taken to ensure that your installation of Linux is
  secure, there are always vulnerabilities. As an average user on the internet
  you can still be susceptible to:",0
346,Staying safe on the internet,Staying safe on the internet,"Be wary of emails, attachments, or links that were sent from people
      you do not know. <st> If a website’s offer is too good to be true, or asks for sensitive
      information that seems unnecessary, then think twice about what
      information you are submitting and the potential consequences if that
      information is compromised by identity thieves or other criminals. <st> Be careful in providing root level permissions to any
      application, especially ones that you have not used before or which are
      not well-known. Providing anyone or anything with root level permissions
      puts your computer at high risk to exploitation. <st> Make sure you are only running necessary remote-access services.
      Having SSH or VNC running can be useful, but also leaves your computer
      open to intrusion if not secured properly. Consider using a firewall to help protect your
      computer from intrusion.","To stay safe online, keep in mind the following tips:",0
347,Staying safe on the internet,More Information,"Networking terms & tips — Find your IP address , WEP & WPA security , MAC addresses , proxies …",More Information,0
348,Repair a damaged filesystem,More Information,"Disks & storage — Disk space , performance , problems , volumes and partitions …",More Information,0
349,Repair a damaged filesystem,Check if a filesystem is damaged,"Open Disks from the Activities overview. <st> Select the disk containing the filesystem in question from the list of
       storage devices on the left. If there is more than one volume on the
       disk, select the volume which contains the filesystem. <st> In the toolbar underneath the Volumes section, click the
    menu button. Then click Check Filesystem… . <st> Depending on how much data is stored in the filesystem a check may take
       longer time. Confirm to start the action in the dialog that pops up. The action will not modify the filesystem but will unmount it if needed.
      Be patient while the filesystem is checked. <st> After completion you will be notified whether the filesystem is damaged.
       Note that in some cases even if the filesystem is undamaged it still
       may need to be repaired to reset an internal ‘dirty’ marker.",Check if a filesystem is damaged,1
350,Repair a damaged filesystem,Repair a filesystem,"Open Disks from the Activities overview. <st> Select the disk containing the filesystem in question from the list
       of storage devices on the left. If there is more than one volume on
       the disk, select the volume which contains the filesystem. <st> In the toolbar underneath the Volumes section, click the
    menu button. Then click Repair Filesystem… . <st> Depending on how much data is stored in the filesystem a repair may take
       longer time. Confirm to start the action in the dialog that pops up. The action will unmount the filesystem if needed. The repair action tries
   to bring the filesystem into a consistent state and moves files which were
   damaged in a special folder. Be patient while the filesystem is
   repaired. <st> After completion you will be notified whether the filesystem could be
       successfully repaired. In case of success it can be used again in the
       normal way. If the filesystem could not be repaired, back it up by saving an image
       of the volume to be able to retrieve important files later. This can
       be done by mounting the image read-only or using forensic analysis tools
       like sleuthkit . To make use of the volume again it has to be formatted with a new filesystem. All
       data will be discarded.",Repair a filesystem,1
351,Connect to a VPN,More Information,"Wired Networking — Wired internet connections , Fixed IP addresses … <st> Wireless Networking — Connect to wifi , Hidden networks , Disconnecting …",More Information,0
352,Connect to a VPN,Connect to a VPN,"Open the Activities overview and
      start typing Network . <st> Click on Network to open the panel. <st> At the bottom of the list on the left, click the + button
      to add a new connection. <st> Choose VPN in the interface list. <st> Choose which kind of VPN connection you have. <st> Fill in the VPN connection details, then press Add once you
      are finished. <st> When you have finished setting-up the VPN, open the system menu from the right side of
      the top bar, click VPN off and select Connect . You
      may need to enter a password for the connection before it is established.
      Once the connection is made, you will see a lock shaped icon in the top
      bar. <st> Hopefully you will successfully connect to the VPN. If not, you may
      need to double-check the VPN settings you entered. You can do this from
      the Network panel that you used to create the connection.
      Select the VPN connection from the list, then press the button to review the settings. <st> To disconnect from the VPN, click the system menu on the top bar and
      click Turn Off under the name of your VPN connection.",To set up the VPN connection:,1
353,Find your IP address,More Information,"Networking terms & tips — Find your IP address , WEP & WPA security , MAC addresses , proxies …",More Information,0
354,Find your IP address,See Also,"Create a connection with a fixed IP address — Using a static IP address can make it easier to provide some network
    services from your computer. <st> What is an IP address? — An IP Address is like a phone number for your computer.",See Also,0
355,Find your IP address,Find your internal (network) IP address,"Open the Activities overview and
      start typing Network . <st> Click on Network to open the panel. <st> Choose which connection, Wi-Fi or Wired , from
      the left pane. The IP address for a wired connection will be displayed on the
      right. Click the button to see the IP address for the wireless network in the Details panel.",Find your internal (network) IP address,1
356,Find your IP address,Find your external (internet) IP address,Visit whatismyipaddress.com . <st> The site will display your external IP address for you.,Find your external (internet) IP address,1
357,Switch off unused wireless technologies,More Information,"Power & battery — Battery status , suspend , screen dimming …",More Information,0
358,Switch off unused wireless technologies,See Also,Use less power and improve battery life — Tips to reduce the power consumption of your computer.,See Also,0
359,Switch off unused wireless technologies,Switch off unused wireless technologies,"Open the Activities overview and start typing Power . <st> Click Power to open the panel. <st> The Power Saving section contains switches for Wi-Fi , Mobile broadband , and Bluetooth .
      Switch the unused services to OFF . Re-enable when needed by
      switching to ON .","You can reduce battery use by switching off bluetooth, wi-fi or mobile
  broadband when they are not in use.",1
360,"
    Create a startup disk
  ",More Information,"Disks & storage — Disk space , performance , problems , volumes and partitions … <st> Install & remove software — Install applications , remove applications , add repositories …",More Information,0
361,"
    Create a startup disk
  ","
    Create a startup disk
  ","Open Startup Disk Creator via the Activities search bar. <st> If the ISO image is in your Download folder and there is just one ISO image, Startup Disk Creator will have selected it,
        otherwise select the correct ISO image. <st> If your computer has just one USB flash drive, Startup Disk Creator will have selected it, otherwise select the correct drive. <st> Click Make Startup Disk . <st> Click Yes to confirm. The process should take ten minutes or less. <st> When the ""Installation Complete"" window opens click Quit .",To create a startup disk from an Ubuntu ISO image:,1
362,Control which online services an account can be used to access,More Information,"Online accounts — Add an online account , Remove an account , Learn about services …",More Information,0
363,Control which online services an account can be used to access,See Also,"Online services and applications — Applications can use the accounts created in Online
    Accounts and the services they exploit. <st> Remove an account — Remove access to an online service provider from your
    applications.",See Also,0
364,Control which online services an account can be used to access,Control which online services an account can be used to access,"Open the Activities overview and
      start typing Online Accounts . <st> Click on Online Accounts to open the panel. <st> Select the account which you want to change from the list on the
      right. <st> A list of services that are available with this account will be
      shown under Use for . See Online services and applications to see which applications access which services. <st> Switch off any of the services that you do not want to use.","You can disable some of the services that are provided by each online
  account:",1
365,Automatically lock your screen,More Information,"Privacy Settings — Screen lock , Usage history , Purge trash & temporary files …",More Information,0
366,Automatically lock your screen,See Also,Lock the screen <st> The screen locks itself too quickly — Change how long to wait before locking the screen in the Privacy settings.,See Also,0
367,Automatically lock your screen,"To set the length of time before your screen locks
    automatically:","Open the Activities overview and
      start typing Privacy . <st> Click on Privacy to open the panel. <st> Select Screen Lock . <st> Make sure Automatic Screen Lock is switched ON ,
      then select a length of time from the drop-down list.","To set the length of time before your screen locks
    automatically:",1
368,Do I need to scan my emails for viruses?,More Information,"Email & email software — Default email apps , Should I scan for viruses? … <st> Keeping safe on the internet — Antivirus software , basic firewalls , firewall ports …",More Information,0
369,Do I need to scan my emails for viruses?,See Also,"Do I need anti-virus software? — There are few Linux viruses, so you probably don’t need anti-virus
    software.",See Also,0
370,Get the most out of your laptop battery,Get the most out of your laptop battery,"Do not let the battery run all the way down. Always recharge before the battery gets very low, although most batteries have
    built-in safeguards to prevent the battery running too low. Recharging when
    it is only partially discharged is more efficient, but recharging when it
    is only slightly discharged is worse for the battery. <st> Heat has a detrimental effect on the charging efficiency of the battery.
    Do not let the battery get any warmer than it has to. <st> Batteries age even if you leave them in storage. There is little
    advantage in buying a replacement battery at the same time as you get the
    original battery — always buy replacements when you need them.","As laptop batteries age, they get worse at storing charge and their capacity
gradually decreases. There are a few techniques that you can use to prolong
their useful lifetime, although you should not expect a big difference.",0
